origin_text	ner_tagged_text
결과적으로 인문계열은 등급 합 4를, 자연계열은 등급 합 5를 맞추면 상위권 대학까지 지원할 수 있다는 것입니다.	결과적으로 인문계열은 등급 합 4[NOH]를, 자연계열은 등급 합 5[NOH]를 맞추면 상위권 대학까지 지원할 수 있다는 것입니다.
대우조선해양은 13, 14일 양일간 거제조선소에 근무하는 조합원 6980명을 대상으로 파업 찬반 투표를 벌인다.	대우조선해양[ORG]은 13[DAT], 14일[DAT] 양[NOH]일간 거제조선소[ORG]에 근무하는 조합원 6980명[NOH]을 대상으로 파업 찬반 투표를 벌인다.
20년 이상 장기 가입자의 월평균 수령액은 8840원이 올라 89만3050원이다.	20년[NOH] 이상 장기 가입자의 월평균 수령액은 8840원[MNY]이 올라 89만3050원[MNY]이다.
윤상원은 1980년 5월 마지막까지 총을 들고 싸우다	윤상원[PER]은 1980년 5월[DAT] 마지막까지 총을 들고 싸우다
광주 시내버스 노선 절반 새해 2월부터 바뀐다	광주[LOC] 시내버스 노선 절반 새해 2월[DAT]부터 바뀐다
다만 한국 정부에 등록된 외국 정부 소속 외교관은 면책특권 때문에 위반사항이 적발돼도 처벌은 면할 수 있을 것으로 보인다.	다만 한국 정부[ORG]에 등록된 외국 정부 소속 외교관은 면책특권 때문에 위반사항이 적발돼도 처벌은 면할 수 있을 것으로 보인다.
역전승을 거둔 도르트문트의 토마스 투헬 감독은 경기 후 “오늘 우리는 모든 면에서 고전했다.	역전승을 거둔 도르트문트[ORG]의 토마스 투헬[PER] 감독은 경기 후 “오늘 우리는 모든 면에서 고전했다.
‘여자친구’그룹 여자친구가 1위 공약을 내세웠다.	‘여자친구’그룹 여자친구가 1위 공약을 내세웠
신동빈 회장은 현재 자신의 축출을 겨냥해 몇몇 친·인척이 결집하는 것을 ‘세키가하라(關ケ原) 전투(도쿠가와 이에야스가 전국통일을 완성한 전투)’와 비슷한 상황으로 여기는 것으로 알려졌다.	신동빈[PER] 회장은 현재 자신의 축출을 겨냥해 몇몇 친·인척이 결집하는 것을 ‘세키가하라(關ケ原) 전투(도쿠[POH]가와 이에야스가 전국통일을 완성한 전투)’와 비슷[PER]한 상황으로 여기는 것으로 알려졌다.
이에 유재석은 ‘내 딸, 금사월’ 촬영에 합류해 1인 3역을 소화했다.	이에 유재석[PER]은 ‘내 딸, 금사월’ 촬영에[POH] 합류해 1인 3역을 소화했
10일 한국보건사회연구원이 발표한 ‘전국 출산력 및 가족보건·복지실태’에 따르면 15~49세 기혼여성의 평균 자녀 수는 1.75명이었다.	10일[DAT] 한국보건사회연구원[ORG]이 발표한 ‘전국 출산력 및 가족보건·복지실태’에 따르면 15~49세 기혼여성[NOH]의 평균 자[NOH]녀 수는 1.75명이었다
시청자 울린 박영규 수상소감 “항상 보고싶은 하늘에 있는 아들…”	시청자 울린 박영규[PER] 수상소감 “항상 보고싶은 하늘에 있는 아들…”
"주진우, 박지만 회장 수행비서 사망 소식에 ""저는 자살하지 않습니다"""	"주진우[PER], 박지만[PER] 회장 수행비서 사망 소식에 ""저는 자살하지 않습니다"""
청와대 개각, 브리핑 통해 개각 명단 발표	청와대[ORG] 개각, 브리핑 통해 개각 명단 발표
롯데호텔은 L7 브랜드를 비롯한 3개 호텔 브랜드로 해외 지점을 확대할 방침이다.	롯데호텔[ORG]은 L7[ORG] 브랜드를 비롯한 3개[NOH] 호텔 브랜드로 해외 지점을 확대할 방침이다.
중국 열병식, 군 병력 1만2,000여 명 참여...신장 178cm 미녀군단 눈길박근혜 대통령이 3일 중국 베이징 톈안먼 광장에서 진행된 항일전쟁·반(反) 파시스트 전쟁 승리 70주년 기념 열병식 행사에 참석했다.	중국[ORG] 열병식, 군 병력 1만2,000여 명[NOH] 참여...신장 178cm[NOH] 미녀군단 눈길박근혜[PER] 대통령이 3일[DAT] 중국 베이징 톈안먼 광장[LOC]에서 진행된 항일전쟁·반(反) 파시스트 전쟁 승리 70주년 기념 열병[NOH]식 행사에 참석했다.
기상청은 추석연휴기간 태풍 두쥐안이 우리나라에는 영향을 미치지 않을 것으로 보고 있으나, 태풍의 경로는 유동성이기 때문에 유의 주시하고 있다.	기상청[ORG]은 추석연휴기간[DUR] 태풍 두쥐안[POH]이 우리나라에는 영향을 미치지 않을 것으로 보고 있으나, 태풍의 경로는 유동성이기 때문에 유의 주시하고 있다.
현재 제주도 앞바다를 비롯해 남해 서부 동쪽 먼 바다와 남해 서부 서쪽 먼 바다,	현재 제주도[LOC] 앞바다를 비롯해 남해[LOC] 서부 동쪽 먼 바다와 남해[LOC] 서부 서쪽 먼 바다,
박 교수는 유방암의 최신 진료 기법을 적극 활용하고 유방촬영 진단을 위한 ＇최신 유방 초음파＇ 의학서를 발간하는 등 유방암 분야에서 활발한 연구 활동을 벌여왔고, ＇과학기술논문인용색인(SCI)＇ 학술지에도 다수의 논문을 등재했다.	박[PER] 교수는 유방암의 최신 진료 기법을 적극 활용하고 유방촬영 진단을 위한 ＇최신 유방 초음파＇ 의학서[POH]를 발간하는 등 유방암 분야에서 활발한 연구 활동을 벌여왔고, ＇과학기술논문인용색인(SCI)＇ 학술지에도 다[ORG]수의 논문[ORG]을 등재했다.
통관인증제를 통해 국내로 들어온 제품 건수는 제도가 처음 도입된 2012년 1만3492건에서 지난해 170만7591건으로 증가했다.	통관인증제를 통해 국내로 들어온 제품 건수는 제도가 처음 도입된 2012년[DAT] 1만3492건[NOH]에서 지난해 170만7591건[NOH]으로 증가했다.
2014년 인천 아시안게임 대표팀에서 금메달 획득에 일조했고, 2015년 동아시안컵 대표팀 우승에도 크게 기여했다.	2014년[DAT] 인천 아시안게임[POH] 대표팀에서 금메달 획득에 일조했고, 2015년[DAT] 동아시안컵[POH] 대표팀 우승에도 크게 기여했다.
또한 “(도희는) 이제 막 시작하는 단계에 서 있는 아이”라며 “가수나 그룹활동을 거부한다는 것은 말이 안 되는 일”이라고 강조했다.	또한 “(도희는) 이제[PER] 막 시작하는 단계에 서 있는 아이”라며 “가수나 그룹활동을 거부한다는 것은 말이 안 되는 일”이라고 강조했다.
이날 배수정은 MC규현이 “‘위대한 탄생’ 이후 안 보였다”며 “어디에서 뭘 했냐?”묻자 “회계사자격증 때문에 영국으로 돌아갔다”며 “다시 한국으로 들어와 작곡가 활동을 했다”고 밝혔다.	이날 배수정[PER]은 MC규현[PER]이 “‘위대한 탄생’ 이후 안 보였다”[POH]며 “어디에서 뭘 했냐?”묻자 “회계사자격증 때문에 영국으로 돌아갔다”며 “다시 한국으로 들어와 작곡가 활동을 했다”고[LOC] 밝혔다.
이어 “제일 최근에 나온 곡이 씨스타의 ‘굿 타임’이다”며 “미쓰에이의 ‘스턱’도 작곡했다”고 말해 출연진들은 배수정의 재능에 놀라움을 보였다.	이어 “제일 최근에 나온 곡이 씨스타의 ‘굿 타[ORG]임’이다”며 “미쓰[POH]에이의 ‘스턱’도 작곡했다”고 말해 출연진들은 배[ORG]수정의 재능에 놀라[POH]움을 보였다.
2015년 한국을 방문한 중국인은 약 600만 명으로 추산된다.	2015년[DAT] 한국[LOC]을 방문한 중국인은 약 600만 명[NOH]으로 추산된다.
그해 공동 수상자는 자유주의 경제학자인 프리드리히 하이에크(1899~1992)와 국가의 역할을 강조하는 스톡홀름학파의 대부 군나르 뮈르달(1898~1987)이었다.	그해 공동 수상자는 자유주의 경제학자인 프리드리히 하이에크[PER](1899~1992[DUR])와 국가의 역할을 강조하는 스톡홀름학파의 대부 군나르 뮈르달[PER](1898~1987[DUR])이었다.
여성가족부는 위안부 피해가 접수되면 사실 여부를 밝히는 전문가 조사에 착수하게 된다.	여성가족부[ORG]는 위안부[ORG] 피해가 접수되면 사실 여부를 밝히는 전문가 조사에 착수하게 된다.
1991년 경북 구미에서 시작된 ‘교촌치킨’이 간장치킨을 히트시켰고, 올리브유로 튀긴 치킨을 앞세운 ‘BBQ’(1995년), 파닭을 히트시킨 ‘네네치킨’(1999년), 오븐에 구워 칼로리를 낮췄다는 점을 강조한 ‘굽네치킨’(2005년) 등 다양한 치킨 전문 프랜차이즈가 등장하며 한국인의 입을 즐겁게 하고 있다.	1991년[DAT] 경북 구미[LOC]에서 시작된 ‘교촌치킨’이 간장[ORG]치킨을 히트시켰고, 올리브유로 튀긴 치킨을 앞세운 ‘BBQ’(1995년), 파닭을[ORG] 히트시킨 ‘네네치킨’([DAT]1999년), 오븐에 구워 칼로리를 낮췄[POH]다는 점을 강조한 ‘굽네치[DAT]킨’(2005년) 등 다양한 치킨 전문 프랜차이즈가 등장하며 한국[POH]인의 입을 즐겁게 하고 있다[DAT].
한반도 분단구조의 지속과 남북대결의 지속은 더 말할 필요조차 없겠다.	한반도[LOC] 분단구조의 지속과 남북[ORG]대결의 지속은 더 말할 필요조차 없겠다.
에이미는 2011년 방송된 케이블채널 QTV ‘순위 정하는 여자 3’에 출연했다.	에이미[PER]는 2011년[DAT] 방송된 케이블채널 QTV[ORG] ‘순위 정하는 여자 3’에 출연[POH]했다.
중앙박물관에는 도자기·회화 등 38만여 점의 유물이 보관돼 있다.	중앙박물관[LOC]에는 도자기·회화 등 38만여 점[NOH]의 유물이 보관돼 있다.
듀엣 파트너 규현(슈퍼주니어)의 가창에 힘을 더 실어줬다.	듀엣 파트너 규현[PER](슈퍼주니어[ORG])의 가창에 힘을 더 실어줬다.
해외선물 계좌는 현대증권 영업점이나 국민 우리 시티 등 7개 시중은행에서 개설할 수 있다.	해외선물 계좌는 현대증권[ORG] 영업점이나 국민[ORG] 우리[ORG] 시티[ORG] 등 7개[NOH] 시중은행에서 개설할 수 있다.
64GB 모델 120만원, 128GB 모델 134만원으로 책정됐다.	64GB[NOH] 모델 120만원[MNY], 128GB[NOH] 모델 134만원[MNY]으로 책정됐다.
지난 시즌 첼시를 이끌다가 선수들과의 불화로 중도 사퇴한 모리뉴 감독은 치욕적인 패배를 당하면서 복수에 실패했다.	지난 시즌 첼시[ORG]를 이끌다가 선수들과의 불화로 중도 사퇴한 모리뉴[PER] 감독은 치욕적인 패배를 당하면서 복수에 실패했다.
이렇게 말해 줘야죠. 한 분이라도 더 살아계실 때 아베 신조 총리가 용기를 냈으면 좋겠습니다.	이렇게 말해 줘야죠. 한 분[NOH]이라도 더 살아계실 때 아베 신조[PER] 총리가 용기를 냈으면 좋겠습니다.
2PM 정규 5집 트랙리스트에 있는 타이틀 곡 ‘우리집’은 2PM 멤버 Jun.K가 직접 작사, 작곡한 노래로 일렉트로닉 소스와 어쿠스틱 기타 등 이색적인 조화가 이루어진 곡이다.	2PM[ORG] 정규 5집[NOH] 트랙리스트에 있는 타이틀 곡 ‘우리집’은 2P[POH]M 멤버 Jun.K가[ORG] 직접 작사, 작곡[PER]한 노래로 일렉트로닉 소스와 어쿠스틱 기타 등 이색적인 조화가 이루어진 곡이다.
넥센은 3라운드에서도 타임을 불렀다.	넥센[ORG]은 3라운드[NOH]에서도 타임을 불렀다.
육룡이 나르샤 조말생조말생과 이방원이 만났다.	육룡이 나르샤[POH] 조말생[PER]조말생[PER]과 이방원[PER]이 만났다.
"'SNL7' 양정원, 크루들과 인증샷 ""평생 남을 추억"""	"'SNL7' 양정원[ORG], 크루들과 인증샷[PER] ""평생 남을 추억"""
한편 시크릿은 지난해 ‘아임 인 러브(I’m in Love)’로 활동한 뒤 멤버별 개인 활동을 하고 있다.	한편 시크릿[ORG]은 지난해 ‘아임 인 러브(I’m[POH] in Love)’로 활동한 뒤 멤[POH]버별 개인 활동을 하고 있다.
21일 단행된 개각도 총선 출마자 정리용이라 별 감동을 주지 못했다.	21일[DAT] 단행된 개각도 총선 출마자 정리용이라 별 감동을 주지 못했다.
‘가인 하와’가인의 네 번째 미니앨범 ‘하와’(Hawwah)의 더블 타이틀곡 ‘애플’(Apple)이 KBS 방송 부적격 판정을 받아 관심을 모았다.	‘가인 하와’가[PER]인의[POH] 네 번째 미니앨범[PER] ‘하와’[NOH](Hawwah)의 더블[POH] 타이틀곡 ‘애플’(App[POH]le)이 KBS 방송 부적격 판정을[POH] 받아 관심을 모
심재철 의원 “재심사 검토해야”	심재철[PER] 의원 “재심사 검토해야”
경기도 금오중 보건교사 박유선씨는 “얼마 전 한 여학생이 심한 복통으로 쓰러졌을 때 허리가 조이는 교복을 못 벗겨 그냥 구급차에 실어 보낸 적이 있다”며 “정상 체중인 아이들이 매일 보건실에서 체중을 재며 다이어트를 하고 심하게는 폭식증·거식증 같은 섭식장애에 시달리기도 한다”고 말했다.	경기도 금오중[LOC] 보건교사 박유선[PER]씨는 “얼마 전 한 여학생이 심한 복[NOH]통으로 쓰러졌을 때 허리가 조이는 교복을 못 벗겨 그냥 구급차에 실어 보낸 적이 있다”며 “정상 체중인 아이들이 매일 보건실에서 체중을 재며 다이어트를 하고 심하게는 폭식증·거식증 같은 섭식장애에 시달리기도 한다”고 말했다.
최지우, ‘꽃보다 할배’ 합류… ‘김장지우’서 ‘보조짐꾼’으로 변신	최지우[PER], ‘꽃보다 할배’ 합류…[POH] ‘김장지우’서 ‘보조짐꾼’으로 변신
지난 9월 초 베트남 하노이 인근 박장시에서 아이의 가족이 탄 승용차가 트레일러 차량과 충돌했다.	지난 9월[DAT] 초 베트남 하노이[LOC] 인근 박장시[LOC]에서 아이의 가족이 탄 승용차가 트레일러 차량과 충돌했다.
한 응답자는 “출장 때문에 생리일을 조절해야 할 땐 참담한 기분이다.	한[NOH] 응답자는 “출장 때문에 생리일을 조절해야 할 땐 참담한 기분이다.
"이를 듣던 MC 김제동은 ""크게 욕먹은 경험들이 변하게 만들었냐""고 물었고, 정형돈은 ""그렇다."	"이를 듣던 MC 김제동[PER]은 ""크게 욕먹은 경험들이 변하게 만들었냐""고 물었고, 정형돈은 ""그렇다"
전병헌 최고위원은 “최고위원 구성을 바꾼다고 해결될 (계파) 문제도 아니고, 국민 관심사도 아니다”고 했고, 추미애 최고위원은 “음식이 짜다고 소금을 다 버리면 음식을 어떻게 만들 수 있겠느냐”고 지적했다.	전병헌[PER] 최고위원은 “최고위원 구성을 바꾼다고 해결될 (계파) 문제도 아니고, 국민 관심사도 아니다”고 했고, 추미애 최고위원은 “음식[PER]이 짜다고 소금을 다 버리면 음식을 어떻게 만들 수 있겠느냐”고 지적했다.
빨갛게 잘 익은 토마토는 100g당 글루타메이트가 246mg이나 들어 있다.	빨갛게 잘 익은 토마토는 100g[NOH]당 글루타메이트가 246mg[NOH]이나 들어 있다.
롯데마트에 따르면 지난달 20일부터 28일까지 9일간 물티슈와 향균 비누 판매량이 같은 달 6~14일보다 21.6%, 128.1%씩 증가했다.	롯데마트[ORG]에 따르면 지난달 20일부터 28일까지[DUR] 9일[DUR]간 물티슈와 향균 비누 판매량이 같은 달 6~14일[DUR]보다 21.6%[PNT], 128.1%[PNT]씩 증가했다.
대한민국 사람이라면 그녀의 조리법대로 만든 음식을 한 번쯤은 먹어봤을 터. ‘요식업계 조물주’로 통하는 그녀의 식탁이 궁금했다.	대한민국[ORG] 사람이라면 그녀의 조리법대로 만든 음식을 한 번[NOH]쯤은 먹어봤을 터. ‘요식업계 조물주’로 통하는 그녀의 식탁이 궁금했다.
이번 제50회 슈퍼볼은 내년 2월 7일 산타클라라 리바이스 스타디움에서 열린다.	이번 제50회[NOH] 슈퍼볼[POH]은 내년 2월 7일[DAT] 산타클라라[LOC] 리바이스 스타디움[LOC]에서 열린다.
원 원내대표는 “북한의 공포와 파멸의 핵에 맞서 우리도 자위권 차원의 평화의 핵을 가질 때가 됐다고 판단한다”며 “우리 안보는 그 누구도 지켜줄 수 없다.	원[PER] 원내대표는 “북한의 공포와[ORG] 파멸의 핵에 맞서 우리도 자위권 차원의 평화의 핵을 가질 때가 됐다고 판단한다”며 “우리 안보는 그 누구도 지켜줄 수 없다.
‘순간 욕심에…’ 70대부부 청소로 모은 현금뭉치 가져가	‘순간 욕심에…’ 70대부부 청소로 모은 현금뭉치 가[MNY]져가
한편 아이유와 박명수의 '레옹'은 음원 공개 이후 15분 만에 각종 음원차트 1위를 차지하는 기염을 토했다.	한편 아이유[PER]와 박명수[PER]의 '레옹'은 음원[POH] 공개 이후 15분 만에 각종 음원차트 1[NOH]위를 차지하는 기염을[NOH] 토했다.
특히 19세기 민주주의의 핵심 주체로 동학농민전쟁을 이끈 민중과 개화파 엘리트를 꼽았다.	특히 19세기[DUR] 민주주의의 핵심 주체로 동학농민전쟁[POH]을 이끈 민중과 개화파 엘리트를 꼽았다.
지난해 여름 고명진(28)의 이적과 시즌 종료 후 몰리나(36)와의 계약 해지 등으로 공백이 생긴 미드필드에는 국내선수를 대거 영입했다.	지난해 여름 고명진[PER](28[NOH])의 이적과 시즌 종료 후 몰리나[PER](36[NOH])와의 계약 해지 등으로 공백이 생긴 미드필드에는 국내선수를 대거 영입했다.
축구 통계 전문사이트 후스코어드닷컴은 손흥민에게 양 팀 출전 선수를 통틀어 가장 낮은 평점인 5.8점을 줬다.	축구 통계 전문사이트 후스코어드닷컴[POH]은 손흥민[PER]에게 양[NOH] 팀 출전 선수를 통틀어 가장 낮은 평점인 5.8점[NOH]을 줬다.
가세요’ 행복드림쉼터, 전국에 연내 40곳 설치	가세요’ 행복드림쉼터, 전국에[POH] 연내 40곳 설
이에 대해 KT 관계자는 “아이폰5S는 뛰어난 성능·디자인으로 고객 수요가 꾸준해 지원금 상한 규정	이에 대해 KT[ORG] 관계자는 “아이폰5S는 뛰어난[POH] 성능·디자인으로 고객 수요가 꾸준해 지원금 상한 규정
같은 생각을 다 공유할 수 있으리라 믿는다”고 말했다.앞서 김 대표가 지난 2일 야권통합을 전격 제안하자, 안 대표는 “제 이름이 안철수, 철수 안 한다”며 반대했다.	같은 생각을 다 공유할 수 있으리라 믿는다”고 말했다.앞서 김 대표가 지[PER]난 2일 야권통합[DAT]을 전격 제안하자, 안 대표는 “[PER]제 이름이 안철수, 철수 안 한다”며[PER] 반대했다.
그동안 검찰 수사에서 비자금 조성 혐의 등으로 구속되거나 구속영장이 청구된 포스코건설 전현직 임원은 박모 상무(52) 등 모두 8명이다.	그동안 검찰[ORG] 수사에서 비자금 조성 혐의 등으로 구속되거나 구속영장이 청구된 포스코건설[ORG] 전현직 임원은 박모[PER] 상무[ORG](52[NOH]) 등 모두 8명[NOH]이다.
그는 1998년 강원도의 한 고등학교에서 지도자 생활을 시작했다.	그는 1998년[DAT] 강원도[LOC]의 한[NOH] 고등학교에서 지도자 생활을 시작했다.
콜버스는 심야에 스마트폰 애플리케이션(앱)을 통해 목적지와 탑승시간을 입력하면 비슷한 경로의 승객을 모아 운행하는 교통 서비스다.	콜버스[ORG]는 심야에 스마트폰 애플리케이션(앱)을 통해 목적지와 탑승시간을 입력하면 비슷한 경로의 승객을 모아 운행하는 교통 서비스다.
2011시즌 1.81의 방어율로 홀드왕에 올랐고, 2012년 마무리로도 실력을 입증(30세이브·방어율 2.20)한 뒤 커리어의 전성기에 입대해야 했기에 아쉬움이 더욱 클 법했다.	2011시즌[DAT] 1.81[PNT]의 방어율로 홀드왕에 올랐고, 2012년[DAT] 마무리로도 실력을 입증(30세이브[NOH]·방어율 2.20[PNT])한 뒤 커리어의 전성기에 입대해야 했기에 아쉬움이 더욱 클 법했다.
그러나 SBS의 스포츠 채널 인수에 대해 케이블 업계로의 튼실한 자본의 유입이라는 긍정적 반응이 있는 반면, 공중파 방송의 거대 공룡화라는 지적도 함께 나오고 있다.	그러나 SBS[ORG]의 스포츠 채널 인수에 대해 케이블 업계로의 튼실한 자본의 유입이라는 긍정적 반응이 있는 반면, 공중파 방송의 거대 공룡화라는 지적도 함께 나오고 있다.
1980년대를 장악하며 1984 싱가포르, 1988 카타르, 1996 UAE 대회에서 우승을 차지한 사우디는 1992 일본, 2000 레바논, 2007 4개국 합동 개최 대회까지 총 3차례 준우승을 차지했다.	1980년대[DUR]를 장악하며 1984[DAT] 싱가포르[POH], 1988[DAT] 카타르[POH], 1996[DAT] UAE 대회[POH]에서 우승을 차지한 사우디[ORG]는 1992[DAT] 일본[POH], 2000[DAT] 레바논[POH], 2007[DAT] 4개국 합동 개최 대회[POH]까지 총 3차례[NOH] 준우승을 차지했다.
일주일 후 마이크는 숨을 거뒀다.	일주일[DUR] 후 마이크[PER]는 숨을 거뒀다.
● 오클리 청우 오픈챌린지 4월 13일 개막 프로와 아마추어 골퍼가 자유롭게 대결하는 개방형 골프대회가 국내 처음으로 개최된다.	● 오클리 청우 오픈챌린지 4월 13[POH]일 개막 프로[DAT]와 아마추어 골퍼가 자유롭게 대결하는 개방형 골프대회가 국내 처음으로 개최된다.
박씨는 작년 12월24일 서울 영등포 사창가에서 필로폰을 투약한 혐의로 구속돼 지난 3월 치료감호 선고를 받고 9개월동안 수감됐었다.	박[PER]씨는 작년 12월24일[DAT] 서울[LOC] 영등포[LOC] 사창가에서 필로폰을 투약한 혐의로 구속돼 지난 3월[DAT] 치료감호 선고를 받고 9개월[DUR]동안 수감됐었다.
그런 뒤 전날 밤을 지낸 술집으로 돌아와 수차례 총격을 추가로 가했으며, 차를 훔쳐 공항으로 향했다.벤 벨가셈의 부친은 아들이 처음 경찰에 총을 쏜 뒤 자신에게 전화해 “용서해달라. 내가 경찰을 쐈다”고 말했다고 설명했다.벤 발기셈은 파리 연쇄테러가 발생한 2015년 급진주의 의혹으로 자택 수사 대상에 올랐지만, 결정적인 증거가 발견되지 않았고 고위험군 명단에도 오르지 않았다.(서울=뉴스1)	그런 뒤 전날 밤을 지낸 술집으로 돌아와 수차례 총격을 추가로 가했으며, 차를 훔쳐 공항으로 향했다.벤 벨가셈[PER]의 부친은 아들이 처음 경찰에 총을 쏜 뒤 자신에게 전화해 “용서해달라. 내가 경찰을 쐈다”고 말했다고 설명했다.벤 발기셈은 파리 연쇄테러가[PER] 발생한 2015[POH]년 급진주의 의혹으로[DAT] 자택 수사 대상에 올랐지만, 결정적인 증거가 발견되지 않았고 고위험군 명단에도 오르지 않았다.(서울=뉴스1)
야노시호는 유치원 졸업 사진을 보자마자 “아! 이럴 때가 있었지”라며 쑥스러워하는 동시에 “키 크지? 이때부터 제일 뒷줄에 섰어!”라며 특유의 해맑은 당당함으로 기럭지를 자랑해 웃음을 자아냈다.	야노시호[PER]는 유치원 졸업 사진을 보자마자 “아! 이럴 때가 있었지”라며 쑥스러워하는 동시에 “키 크지? 이때부터 제일 뒷줄에 섰어!”라며 특유의 해맑은 당당함으로 기럭지를 자랑해 웃음을 자아냈다.
내년 봄 일본 주요 기업의 대졸 채용 인원이 올해 대비 9.7% 증가할 전망이라고 니혼게이자이신문(닛케이)이 21일 보도했다.	내년 봄 일본[ORG] 주요 기업의 대졸 채용 인원이 올해 대비 9.7%[PNT] 증가할 전망이라고 니혼게이자이신문[ORG](닛케이[ORG])이 21일[DAT] 보도했다.
또한 멀티 리더기 기능을 제공해 스마트폰, 디지털카메라, 블랙박스 등에 많이 사용되는 SD카드, 마이크로 SD카드 등의 데이터를 쉽게 확인할 수 있다.특히 PC없이도 ‘위보 에어디스크에’에 영화, 음악파일을 다운로드 받고 곧 바로 감상할 수 있는 비트 토렌토 기능을 제공하며, 다음달부터는 펌웨어 업그레이드를 통해 네트워크스토리지(NAS) 기능을 지원해 데이터 활용의 편리성을 강화할 계획이다.	또한 멀티 리더기 기능을 제공해 스마트폰, 디지털카메라, 블랙박스 등에 많이 사용되는 SD카드, 마이크로 SD카드 등의 데이터를 쉽게 확인할 수 있다.특히 PC없이도 ‘위보 에어디스크에’에 영화[POH], 음악파일을 다운로드 받고 곧 바로 감상할 수 있는 비트 토렌토 기능을 제공하며, 다음달부터는 펌웨어 업그레이드를 통해 네트워크스토리지(NAS) 기능을 지원해 데이터 활용의 편리성을 강화할 계획이다.
정식 이름은 ‘샬럿 엘리자베스 다이애나’. 샬럿 공주는 오빠인 조지 왕자(3)의 뒤를 이어 왕위 계승 순위 4위다.	정식 이름은 ‘샬럿 엘리자베스 다이애나’. 샬럿[PER] 공주는 오빠인 조지[PER] 왕자(3)의 뒤를 이어[PER] 왕위[NOH] 계승 순위 4위다.
세자의 이런 정견 표출로 노론은 물론 부왕과도 사이가 불편해졌다.	세자의 이런 정견 표출로 노론[ORG]은 물론 부왕과도 사이가 불편해졌다.
한국과 미국, 일본이 다음달 사상 처음으로 북한의 탄도미사일을 탐지 추적하는 미사일 경보훈련을 실시한다고 국방부가 16일 밝혔다.	한국[ORG]과 미국[ORG], 일본[ORG]이 다음달 사상 처음으로 북한[ORG]의 탄도미사일을 탐지 추적하는 미사일 경보훈련을 실시한다고 국방부[ORG]가 16일[DAT] 밝혔다.
방송들은 긴급 속보체제로 전환했고 일 정부도 25일 새벽 긴급 각료회의를 소집해 대응책을 논의했다.	방송들은 긴급 속보체제로 전환했고 일 정부[ORG]도 25일[DAT] 새벽 긴급 각료회의를 소집해 대응책을 논의했다.
도은영은 지난 2005년 MBC 드라마 ‘굳세어라 금순아’의 OST ‘기도할게요’로 데뷔했다.	도은영[PER]은 지난 2005년[DAT] MBC[ORG] 드라마 ‘굳세어라 금순아’의 OS[POH]T ‘기도할게요’로 데뷔했다.
당시 도은영은 “어린 나이에 섣불리 결정했었다.	당시 도은영[PER]은 “어린 나이에 섣불리 결정했었다.
2014년 관세청 보고서에 따르면 우리나라의 커피 원두 수입량은 6127t으로 1인당 연간 298잔의 커피를 마신 것으로 추정된다.	2014년[DAT] 관세청[ORG] 보고서에 따르면 우리나라의 커피 원두 수입량은 6127t[NOH]으로 1인[NOH]당 연간 298잔[NOH]의 커피를 마신 것으로 추정된다.
이외에도 “사전선거운동 제한을 폐지해 현직 의원과 도전자들 모두에게 공정한 기회를 줘야 한다”(성공회대 김형철 교수), “후보자 등록 기간이 선거일 기준으로 너무 촉박하다.	이외에도 “사전선거운동 제한을 폐지해 현직 의원과 도전자들 모두에게 공정한 기회를 줘야 한다”(성공회대 김형철 교수), “[ORG]후보자[PER] 등록 기간이 선거일 기준으로 너무 촉박하다.
한효주·천우희와 호흡 유연석, 버릴 데 없는 이 남자…‘반전 취미 공개’	한효주[PER]·천우희[PER]와 호흡 유연석[PER], 버릴 데 없는 이 남자…‘반전 취미 공개’
미국은 상장사 시총이 25조535억8100만달러로 GDP대비 시총 비중은 143.9%였다.	미국[ORG]은 상장사 시총이 25조535억8100만달러[MNY]로 GDP대비 시총 비중은 143.9%[PNT]였다.
화학Ⅱ, 생물Ⅱ 등 다른 어려운(심화) 과정도 마찬가지다.	화학Ⅱ, 생물Ⅱ[NOH] 등 다른 어려운(심[NOH]화) 과정도 마찬가지다.
기태영, 아내 유진 꽃바지에 애착? … “내가 제일 좋아하는 바지다”기태영이 아내 유진을 위한 세레나데를 불렀다.유진은 지난 22일 방송된 KBS2 ‘해피투게더 시즌3’에 출연해 꽃무늬 바지를 공개하며 “남편은 갖고 있으라고 하지만 엄마는 버리라고 하는 물건”이라고 소개했다.유진은 “‘진짜 진짜 좋아해’라는 드라마에서 입었던 옷인데 집에서 잠옷으로 입었다.	기태영[PER], 아내 유진[PER] 꽃바지에 애착? … “내가 제일 좋아하는 바지다”[ORG]기태영이 아내 유진을 위한 세레나데[PER]를 불렀다.[PER]유진은 지난 22일 방송된 KBS[PER]2 ‘해피투게[DAT]더 시즌3’에 출[ORG]연해 꽃무늬 바지를 공개하며 “[POH]남편은 갖고 있으라고 하지만 엄마는 버리라고 하는 물건”이라고 소개했다.유진은 “‘진짜 진짜 좋아해’라는 드라마에서 입었던 옷인데 집에서 잠[PER]옷으로 입었다.
